ODB Name,Step,Frame,Part Instance Name,Node Label,X,Y,Z,Section Name,Material Name,Section Point,UT-Magnitude,UT-UT1,UT-UT2
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",126,11.8000002,0.,0.,NA,NA,"",1.70725805E-03,-589.997333E-06,-1.60207157E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",127,11.8999996,0.,0.,NA,NA,"",1.70099398E-03,-594.997255E-06,-1.59353658E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",128,12.,0.,0.,NA,NA,"",1.69438566E-03,-599.997293E-06,-1.58459647E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",129,12.1000004,0.,0.,NA,NA,"",1.68744009E-03,-604.997273E-06,-1.57525635E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",130,12.1999998,0.,0.,NA,NA,"",1.68016471E-03,-609.997194E-06,-1.56552123E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",131,12.3000002,0.,0.,NA,NA,"",1.67256652E-03,-614.997232E-06,-1.55539613E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",132,12.3999996,0.,0.,NA,NA,"",1.66465307E-03,-619.997154E-06,-1.54488615E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",133,12.5,0.,0.,NA,NA,"",1.65643136E-03,-624.997192E-06,-1.53399596E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",134,12.6000004,0.,0.,NA,NA,"",1.64790952E-03,-629.997172E-06,-1.52273092E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",135,12.6999998,0.,0.,NA,NA,"",1.63909490E-03,-634.997094E-06,-1.51109591E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",136,12.8000002,0.,0.,NA,NA,"",1.62999530E-03,-639.997132E-06,-1.49909582E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",137,12.8999996,0.,0.,NA,NA,"",1.62061851E-03,-644.997053E-06,-1.48673577E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",138,13.,0.,0.,NA,NA,"",1.61097269E-03,-649.997033E-06,-1.47402065E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",139,13.1000004,0.,0.,NA,NA,"",1.60106597E-03,-654.997071E-06,-1.46095559E-03
